"","DIVEID","SPECIES","SIZE_","COUNT","biomass_g","PROJECTEDLENGTH","BIOGM2","ABUNM2","FAMILY","TAXONNAME","TROPHIC_MONREP","REGION","ISLAND","REEF_ZONE","OBS_YEAR","DEPTH"
"11381",200803305,"LUBO",50,15,32537.0929344757,2590.41357395,1.25605784580805,0.00057905811453602,"Lutjanidae","Lutjanus bohar","PISCIVORE","PRIAs","Palmyra","Forereef",2008,13.774725971
"11382",200803305,"NAAN",50,4,7290.02615422852,2590.41357395,0.281423253319056,0.000154415497209605,"Acanthuridae","Naso annulatus","PLANKTIVORE","PRIAs","Palmyra","Forereef",2008,13.774725971
"11383",200803305,"NONE",0,0,0,2590.41357395,0,0,"UNKNOWN","no individuals seen","UNKNOWN","PRIAs","Palmyra","Forereef",2008,13.774725971
"11384",200803305,"CAAB",70,3,6672.59577494251,2590.41357395,0.257588048566615,0.000115811622907204,"Carcharhinidae","Carcharhinus amblyrhynchos","PISCIVORE","PRIAs","Palmyra","Forereef",2008,13.774725971
"11385",200803305,"CAAB",90,2,10383.597673453,2590.41357395,0.400847099392687,7.72077486048027e-05,"Carcharhinidae","Carcharhinus amblyrhynchos","PISCIVORE","PRIAs","Palmyra","Forereef",2008,13.774725971
"11386",200803305,"CAML",100,1,6509.36925558788,2590.41357395,0.25128687253063,3.86038743024013e-05,"Carcharhinidae","Carcharhinus melanopterus","PISCIVORE","PRIAs","Palmyra","Forereef",2008,13.774725971
"11387",200803305,"LEOL",50,1,1875.85334036719,2590.41357395,0.0724152065612749,3.86038743024013e-05,"Lethrinidae","Lethrinus olivaceus","PISCIVORE","PRIAs","Palmyra","Forereef",2008,13.774725971
"11388",200803305,"CAAB",100,7,51850.8538465136,2590.41357395,2.00164384436299,0.000270227120116809,"Carcharhinidae","Carcharhinus amblyrhynchos","PISCIVORE","PRIAs","Palmyra","Forereef",2008,13.774725971
"11389",200803306,"CAAB",150,19,552544.53801121,2781.51190383,19.8648992747572,0.000683081743200091,"Carcharhinidae","Carcharhinus amblyrhynchos","PISCIVORE","PRIAs","Palmyra","Forereef",2008,13.847097104
"11390",200803306,"LUBO",50,8,17353.1162317203,2781.51190383,0.623873520290386,0.000287613365557933,"Lutjanidae","Lutjanus bohar","PISCIVORE","PRIAs","Palmyra","Forereef",2008,13.847097104
"11391",200803306,"CHUD",75,5,42953.6173085541,2781.51190383,1.54425430462509,0.000179758353473708,"Labridae","Cheilinus undulatus","SECONDARY","PRIAs","Palmyra","Forereef",2008,13.847097104
"11392",200803306,"CHUD",150,1,75530.0916317733,2781.51190383,2.71543298188917,3.59516706947416e-05,"Labridae","Cheilinus undulatus","SECONDARY","PRIAs","Palmyra","Forereef",2008,13.847097104
"11393",200803306,"SPLE",250,1,103904.394153948,2781.51190383,3.73553656235937,3.59516706947416e-05,"Sphyrnidae","Sphyrna lewini","PISCIVORE","PRIAs","Palmyra","Forereef",2008,13.847097104
"11394",200803306,"CAML",100,1,6509.36925558788,2781.51190383,0.234022699907371,3.59516706947416e-05,"Carcharhinidae","Carcharhinus melanopterus","PISCIVORE","PRIAs","Palmyra","Forereef",2008,13.847097104
"11395",200803306,"LEOL",50,37,69406.5735935862,2781.51190383,2.49528227788696,0.00133021181570544,"Lethrinidae","Lethrinus olivaceus","PISCIVORE","PRIAs","Palmyra","Forereef",2008,13.847097104
"11396",200803306,"NAHE",50,4,8322.62557918442,2781.51190383,0.299212294138472,0.000143806682778967,"Acanthuridae","Naso hexacanthus","PLANKTIVORE","PRIAs","Palmyra","Forereef",2008,13.847097104
"11397",200803306,"NAUN",50,1,2268.25161334748,2781.51190383,0.0815474350558852,3.59516706947416e-05,"Acanthuridae","Naso unicornis","PRIMARY","PRIAs","Palmyra","Forereef",2008,13.847097104
"11398",200803306,"CHUD",50,2,4817.28486026934,2781.51190383,0.173189438939168,7.19033413894833e-05,"Labridae","Cheilinus undulatus","SECONDARY","PRIAs","Palmyra","Forereef",2008,13.847097104
"11399",200803306,"CAAB",100,45,333326.91758473,2781.51190383,11.9836595746995,0.00161782518126337,"Carcharhinidae","Carcharhinus amblyrhynchos","PISCIVORE","PRIAs","Palmyra","Forereef",2008,13.847097104
"11400",200803306,"MABI",300,2,885600,2781.51190383,31.8387995672632,7.19033413894833e-05,"Myliobatidae","Manta birostris","PLANKTIVORE","PRIAs","Palmyra","Forereef",2008,13.847097104
"11401",200803306,"CAIG",50,1,1857.35786307571,2781.51190383,0.0667751182555871,3.59516706947416e-05,"Carangidae","Caranx ignobilis","PISCIVORE","PRIAs","Palmyra","Forereef",2008,13.847097104
"11402",200803306,"TROB",100,2,8319.59530132848,2781.51190383,0.299103350586881,7.19033413894833e-05,"Carcharhinidae","Triaenodon obesus","PISCIVORE","PRIAs","Palmyra","Forereef",2008,13.847097104
"11403",200803306,"CHUD",100,5,105884.553418054,2781.51190383,3.80672659614564,0.000179758353473708,"Labridae","Cheilinus undulatus","SECONDARY","PRIAs","Palmyra","Forereef",2008,13.847097104
"11404",200803311,"CAAB",100,23,170367.091209973,3092.26163918,5.50946559797414,0.000743792171677268,"Carcharhinidae","Carcharhinus amblyrhynchos","PISCIVORE","PRIAs","Palmyra","Forereef",2008,13.857069727
"11405",200803311,"SPLE",215,1,63752.0344438023,3092.26163918,2.06166365859999,3.23387900729247e-05,"Sphyrnidae","Sphyrna lewini","PISCIVORE","PRIAs","Palmyra","Forereef",2008,13.857069727
"11406",200803311,"LUBO",50,11,23860.5348186155,3092.26163918,0.771620826526916,0.000355726690802172,"Lutjanidae","Lutjanus bohar","PISCIVORE","PRIAs","Palmyra","Forereef",2008,13.857069727
"11407",200803311,"CHMC",50,1,2097.9725376764,3092.26163918,0.0678458934746782,3.23387900729247e-05,"Scaridae","Chlorurus microrhinos","PRIMARY","PRIAs","Palmyra","Forereef",2008,13.857069727
"11408",200803311,"EPSP",50,1,1880.07200206128,3092.26163918,0.060799253796643,3.23387900729247e-05,"Serranidae","Epinephelus sp","PISCIVORE","PRIAs","Palmyra","Forereef",2008,13.857069727
"11409",200803311,"CAAB",150,1,29081.2914742742,3092.26163918,0.940453780036087,3.23387900729247e-05,"Carcharhinidae","Carcharhinus amblyrhynchos","PISCIVORE","PRIAs","Palmyra","Forereef",2008,13.857069727
"11410",200803311,"SPLE",200,1,50439.5792624787,3092.26163918,1.63115496513595,3.23387900729247e-05,"Sphyrnidae","Sphyrna lewini","PISCIVORE","PRIAs","Palmyra","Forereef",2008,13.857069727
"11411",200803311,"GACU",300,1,416960.442004473,3092.26163918,13.4839962026965,3.23387900729247e-05,"Carcharhinidae","Galeocerdo cuvier","PISCIVORE","PRIAs","Palmyra","Forereef",2008,13.857069727
"11412",200803311,"CAAB",120,4,54801.9745532567,3092.26163918,1.77222955065953,0.000129355160291699,"Carcharhinidae","Carcharhinus amblyrhynchos","PISCIVORE","PRIAs","Palmyra","Forereef",2008,13.857069727
"11413",200803311,"MABI",300,1,442800,3092.26163918,14.3196162442911,3.23387900729247e-05,"Myliobatidae","Manta birostris","PLANKTIVORE","PRIAs","Palmyra","Forereef",2008,13.857069727
"11414",200803311,"CHCH",100,141,2221220.25717269,3092.26163918,71.8315756024355,0.00455976940028238,"Chanidae","Chanos chanos","PRIMARY","PRIAs","Palmyra","Forereef",2008,13.857069727
"11415",200803311,"SPQE",120,4,30140.8321536,3092.26163918,0.974718043638529,0.000129355160291699,"Sphyraenidae","Sphyraena qenie","PISCIVORE","PRIAs","Palmyra","Forereef",2008,13.857069727
"11416",200803312,"CHMC",50,2,4195.9450753528,2739.3805272,0.153171311312547,7.30092070138302e-05,"Scaridae","Chlorurus microrhinos","PRIMARY","PRIAs","Palmyra","Forereef",2008,17.046089495
"11417",200803312,"AENA",100,6,64417.4103947934,2739.3805272,2.35153202540416,0.000219027621041491,"Myliobatidae","Aetobatus narinari","SECONDARY","PRIAs","Palmyra","Forereef",2008,17.046089495
"11418",200803312,"CAAB",120,4,54801.9745532567,2739.3805272,2.00052435246268,0.00014601841402766,"Carcharhinidae","Carcharhinus amblyrhynchos","PISCIVORE","PRIAs","Palmyra","Forereef",2008,17.046089495
"11419",200803312,"APVI",70,1,3585.4497715783,2739.3805272,0.130885422305425,3.65046035069151e-05,"Lutjanidae","Aprion virescens","PISCIVORE","PRIAs","Palmyra","Forereef",2008,17.046089495
"11420",200803312,"SPLE",220,1,68679.9459501213,2739.3805272,2.50713419578554,3.65046035069151e-05,"Sphyrnidae","Sphyrna lewini","PISCIVORE","PRIAs","Palmyra","Forereef",2008,17.046089495
"11421",200803312,"CAAB",110,4,40863.4839261806,2739.3805272,1.49170527863642,0.00014601841402766,"Carcharhinidae","Carcharhinus amblyrhynchos","PISCIVORE","PRIAs","Palmyra","Forereef",2008,17.046089495
"11422",200803312,"CAAB",100,2,14814.5296704325,2739.3805272,0.540798531760566,7.30092070138302e-05,"Carcharhinidae","Carcharhinus amblyrhynchos","PISCIVORE","PRIAs","Palmyra","Forereef",2008,17.046089495
"11423",200803312,"LUBO",50,21,45551.9301082659,2739.3805272,1.66285514757695,0.000766596673645217,"Lutjanidae","Lutjanus bohar","PISCIVORE","PRIAs","Palmyra","Forereef",2008,17.046089495
"11424",200803312,"VALO",50,1,1400.903258211,2739.3805272,0.0511394179925381,3.65046035069151e-05,"Serranidae","Variola louti","PISCIVORE","PRIAs","Palmyra","Forereef",2008,17.046089495
"11425",200803312,"BAVI",50,1,3278.78428063508,2739.3805272,0.119690720149289,3.65046035069151e-05,"Balistidae","Balistoides viridescens","SECONDARY","PRIAs","Palmyra","Forereef",2008,17.046089495
"11426",200803312,"CHCH",100,2,31506.6703145063,2739.3805272,1.15013850765414,7.30092070138302e-05,"Chanidae","Chanos chanos","PRIMARY","PRIAs","Palmyra","Forereef",2008,17.046089495
"11427",200803312,"CHUD",80,1,10518.0061915364,2739.3805272,0.383955645705316,3.65046035069151e-05,"Labridae","Cheilinus undulatus","SECONDARY","PRIAs","Palmyra","Forereef",2008,17.046089495
"11428",200803312,"LEOL",60,14,44161.5333084986,2739.3805272,1.61209926368416,0.000511064449096811,"Lethrinidae","Lethrinus olivaceus","PISCIVORE","PRIAs","Palmyra","Forereef",2008,17.046089495
"11429",200803312,"CHUD",70,1,6919.25088584373,2739.3805272,0.252584510152596,3.65046035069151e-05,"Labridae","Cheilinus undulatus","SECONDARY","PRIAs","Palmyra","Forereef",2008,17.046089495
"11430",200803313,"CHUD",50,1,2408.64243013467,2779.8236554,0.0866473103592638,3.59735049400501e-05,"Labridae","Cheilinus undulatus","SECONDARY","PRIAs","Palmyra","Forereef",2008,16.46215724
"11431",200803313,"BAVI",50,1,3278.78428063508,2779.8236554,0.117949362516785,3.59735049400501e-05,"Balistidae","Balistoides viridescens","SECONDARY","PRIAs","Palmyra","Forereef",2008,16.46215724
"11432",200803313,"SPLE",150,1,19867.0035339392,2779.8236554,0.714685749772154,3.59735049400501e-05,"Sphyrnidae","Sphyrna lewini","PISCIVORE","PRIAs","Palmyra","Forereef",2008,16.46215724
"11433",200803313,"CAME",50,1,2288.22569834452,2779.8236554,0.082315498463346,3.59735049400501e-05,"Carangidae","Caranx melampygus","PISCIVORE","PRIAs","Palmyra","Forereef",2008,16.46215724
"11434",200803313,"LUBO",50,6,13014.8371737903,2779.8236554,0.468189309365292,0.000215841029640301,"Lutjanidae","Lutjanus bohar","PISCIVORE","PRIAs","Palmyra","Forereef",2008,16.46215724
"11435",200803313,"CAAB",120,1,13700.4936383142,2779.8236554,0.49285477557902,3.59735049400501e-05,"Carcharhinidae","Carcharhinus amblyrhynchos","PISCIVORE","PRIAs","Palmyra","Forereef",2008,16.46215724
"11436",200803313,"VALO",50,1,1400.903258211,2779.8236554,0.0503954002797857,3.59735049400501e-05,"Serranidae","Variola louti","PISCIVORE","PRIAs","Palmyra","Forereef",2008,16.46215724
"11437",200803313,"CAAB",100,2,14814.5296704325,2779.8236554,0.532930556283821,7.19470098801002e-05,"Carcharhinidae","Carcharhinus amblyrhynchos","PISCIVORE","PRIAs","Palmyra","Forereef",2008,16.46215724
"11438",200803313,"CHUD",100,2,42353.8213672214,2779.8236554,1.52361540218374,7.19470098801002e-05,"Labridae","Cheilinus undulatus","SECONDARY","PRIAs","Palmyra","Forereef",2008,16.46215724
"11439",200803313,"CHCH",100,45,708900.082076391,2779.8236554,25.501620604577,0.00161880772230225,"Chanidae","Chanos chanos","PRIMARY","PRIAs","Palmyra","Forereef",2008,16.46215724
"11440",200803313,"CAML",100,2,13018.7385111758,2779.8236554,0.468329654145001,7.19470098801002e-05,"Carcharhinidae","Carcharhinus melanopterus","PISCIVORE","PRIAs","Palmyra","Forereef",2008,16.46215724
"11441",200803313,"SPLE",200,5,252197.896312394,2779.8236554,9.07244226886414,0.00017986752470025,"Sphyrnidae","Sphyrna lewini","PISCIVORE","PRIAs","Palmyra","Forereef",2008,16.46215724
"11442",200803313,"SPLE",215,2,127504.068887605,2779.8236554,4.58676825200473,7.19470098801002e-05,"Sphyrnidae","Sphyrna lewini","PISCIVORE","PRIAs","Palmyra","Forereef",2008,16.46215724
"11443",200803313,"NONE",0,0,0,2779.8236554,0,0,"UNKNOWN","no individuals seen","UNKNOWN","PRIAs","Palmyra","Forereef",2008,16.46215724
"11444",200803313,"NAHE",50,9,18725.9075531649,2779.8236554,0.6736365278707,0.000323761544460451,"Acanthuridae","Naso hexacanthus","PLANKTIVORE","PRIAs","Palmyra","Forereef",2008,16.46215724
"11445",200803314,"CHUD",70,1,6919.25088584373,2434.86405832,0.28417401218768,4.10700546744272e-05,"Labridae","Cheilinus undulatus","SECONDARY","PRIAs","Palmyra","Forereef",2008,14.52551384
"11446",200803314,"CHMC",50,12,25175.6704521168,2434.86405832,1.0339661619338,0.000492840656093126,"Scaridae","Chlorurus microrhinos","PRIMARY","PRIAs","Palmyra","Forereef",2008,14.52551384
"11447",200803314,"LUBO",50,17,36875.3719924057,2434.86405832,1.51447354386794,0.000698190929465262,"Lutjanidae","Lutjanus bohar","PISCIVORE","PRIAs","Palmyra","Forereef",2008,14.52551384
"11448",200803314,"CHUD",50,1,2408.64243013467,2434.86405832,0.098923076296776,4.10700546744272e-05,"Labridae","Cheilinus undulatus","SECONDARY","PRIAs","Palmyra","Forereef",2008,14.52551384
"11449",200803314,"CAML",100,2,13018.7385111758,2434.86405832,0.534680302446059,8.21401093488543e-05,"Carcharhinidae","Carcharhinus melanopterus","PISCIVORE","PRIAs","Palmyra","Forereef",2008,14.52551384
"11450",200803314,"VALO",50,1,1400.903258211,2434.86405832,0.0575351734083089,4.10700546744272e-05,"Serranidae","Variola louti","PISCIVORE","PRIAs","Palmyra","Forereef",2008,14.52551384
"11451",200803314,"CHUD",80,1,10518.0061915364,2434.86405832,0.431975089352365,4.10700546744272e-05,"Labridae","Cheilinus undulatus","SECONDARY","PRIAs","Palmyra","Forereef",2008,14.52551384
"11452",200803315,"BAVI",50,1,3278.78428063508,2280.86416291,0.143751843443929,4.38430317886256e-05,"Balistidae","Balistoides viridescens","SECONDARY","PRIAs","Palmyra","Forereef",2008,14.247718601
"11453",200803315,"VALO",50,1,1400.903258211,2280.86416291,0.061419846082534,4.38430317886256e-05,"Serranidae","Variola louti","PISCIVORE","PRIAs","Palmyra","Forereef",2008,14.247718601
"11454",200803315,"NONE",0,0,0,2280.86416291,0,0,"UNKNOWN","no individuals seen","UNKNOWN","PRIAs","Palmyra","Forereef",2008,14.247718601
"11455",200803315,"CHMC",50,6,12587.8352260584,2280.86416291,0.55188885996606,0.000263058190731753,"Scaridae","Chlorurus microrhinos","PRIMARY","PRIAs","Palmyra","Forereef",2008,14.247718601
"11456",200803315,"CHUD",75,1,8590.72346171081,2280.86416291,0.376643361819079,4.38430317886256e-05,"Labridae","Cheilinus undulatus","SECONDARY","PRIAs","Palmyra","Forereef",2008,14.247718601
"11457",200803315,"CAML",100,3,19528.1077667636,2280.86416291,0.856171449589924,0.000131529095365877,"Carcharhinidae","Carcharhinus melanopterus","PISCIVORE","PRIAs","Palmyra","Forereef",2008,14.247718601
"11458",200803315,"CAAB",150,1,29081.2914742742,2280.86416291,1.27501198656089,4.38430317886256e-05,"Carcharhinidae","Carcharhinus amblyrhynchos","PISCIVORE","PRIAs","Palmyra","Forereef",2008,14.247718601
"11459",200803315,"TYCR",75,1,744.119190101644,2280.86416291,0.0326244413061527,4.38430317886256e-05,"Belonidae","Tylosurus crocodilus","PISCIVORE","PRIAs","Palmyra","Forereef",2008,14.247718601
"11460",200803315,"LUBO",50,13,28198.8138765456,2280.86416291,1.23632149319092,0.000569959413252132,"Lutjanidae","Lutjanus bohar","PISCIVORE","PRIAs","Palmyra","Forereef",2008,14.247718601
"11461",200803316,"CAAB",80,8,27917.1053574321,2320.10013445,1.20327157189921,0.000344812703607574,"Carcharhinidae","Carcharhinus amblyrhynchos","PISCIVORE","PRIAs","Palmyra","Forereef",2008,14.725749565
"11462",200803316,"CHUD",90,1,15218.0134298788,2320.10013445,0.655920544286609,4.31015879509467e-05,"Labridae","Cheilinus undulatus","SECONDARY","PRIAs","Palmyra","Forereef",2008,14.725749565
"11463",200803316,"CASE",50,6,10608.1211528361,2320.10013445,0.457226866863265,0.00025860952770568,"Carangidae","Caranx sexfasciatus","PISCIVORE","PRIAs","Palmyra","Forereef",2008,14.725749565
"11464",200803316,"NONE",0,0,0,2320.10013445,0,0,"UNKNOWN","no individuals seen","UNKNOWN","PRIAs","Palmyra","Forereef",2008,14.725749565
"11465",200803316,"CAML",100,1,6509.36925558788,2320.10013445,0.28056415147491,4.31015879509467e-05,"Carcharhinidae","Carcharhinus melanopterus","PISCIVORE","PRIAs","Palmyra","Forereef",2008,14.725749565
"11466",200803316,"LUBO",50,21,45551.9301082659,2320.10013445,1.9633605218968,0.000905133346969881,"Lutjanidae","Lutjanus bohar","PISCIVORE","PRIAs","Palmyra","Forereef",2008,14.725749565
"11467",200804011,"NONE",0,0,0,2570.937064,0,0,"UNKNOWN","no individuals seen","UNKNOWN","PRIAs","Palmyra","Forereef",2008,13.821885357
"11468",200804011,"CAME",50,1,2288.22569834452,2570.937064,0.0890035672356901,3.88963236013311e-05,"Carangidae","Caranx melampygus","PISCIVORE","PRIAs","Palmyra","Forereef",2008,13.821885357
"11469",200804011,"CAAB",100,3,22221.7945056487,2570.937064,0.864346110093993,0.000116688970803993,"Carcharhinidae","Carcharhinus amblyrhynchos","PISCIVORE","PRIAs","Palmyra","Forereef",2008,13.821885357
"11470",200804011,"CAML",100,6,39056.2155335273,2570.937064,1.51914319803541,0.000233377941607986,"Carcharhinidae","Carcharhinus melanopterus","PISCIVORE","PRIAs","Palmyra","Forereef",2008,13.821885357
"11471",200804011,"LUBO",50,12,26029.6743475805,2570.937064,1.01245863666076,0.000466755883215973,"Lutjanidae","Lutjanus bohar","PISCIVORE","PRIAs","Palmyra","Forereef",2008,13.821885357
"11472",200804011,"CAAB",120,1,13700.4936383142,2570.937064,0.532898834053846,3.88963236013311e-05,"Carcharhinidae","Carcharhinus amblyrhynchos","PISCIVORE","PRIAs","Palmyra","Forereef",2008,13.821885357
"11473",200804011,"BAVI",50,1,3278.78428063508,2570.937064,0.127532654398539,3.88963236013311e-05,"Balistidae","Balistoides viridescens","SECONDARY","PRIAs","Palmyra","Forereef",2008,13.821885357
"11474",200804011,"MABI",180,1,95644.8,2570.937064,3.72023109158459,3.88963236013311e-05,"Myliobatidae","Manta birostris","PLANKTIVORE","PRIAs","Palmyra","Forereef",2008,13.821885357
"11475",200804011,"CHUD",100,1,21176.9106836107,2570.937064,0.823703970826207,3.88963236013311e-05,"Labridae","Cheilinus undulatus","SECONDARY","PRIAs","Palmyra","Forereef",2008,13.821885357
"11476",200804012,"CAAB",100,1,7407.26483521623,2398.84405338,0.308784759258498,4.16867448549224e-05,"Carcharhinidae","Carcharhinus amblyrhynchos","PISCIVORE","PRIAs","Palmyra","Forereef",2008,14.705544753
"11477",200804012,"NONE",0,0,0,2398.84405338,0,0,"UNKNOWN","no individuals seen","UNKNOWN","PRIAs","Palmyra","Forereef",2008,14.705544753
"11478",200804012,"LUBO",50,9,19522.2557606854,2398.84405338,0.813819294888232,0.000375180703694302,"Lutjanidae","Lutjanus bohar","PISCIVORE","PRIAs","Palmyra","Forereef",2008,14.705544753
"11479",200804012,"CAME",50,1,2288.22569834452,2398.84405338,0.0953886808573646,4.16867448549224e-05,"Carangidae","Caranx melampygus","PISCIVORE","PRIAs","Palmyra","Forereef",2008,14.705544753
"11480",200804012,"TROB",100,1,4159.79765066424,2398.84405338,0.173408423311346,4.16867448549224e-05,"Carcharhinidae","Triaenodon obesus","PISCIVORE","PRIAs","Palmyra","Forereef",2008,14.705544753
"11481",200804012,"CAAB",120,5,68502.4681915708,2398.84405338,2.85564491343445,0.000208433724274612,"Carcharhinidae","Carcharhinus amblyrhynchos","PISCIVORE","PRIAs","Palmyra","Forereef",2008,14.705544753
"11482",200804012,"CAML",100,1,6509.36925558788,2398.84405338,0.271354415324168,4.16867448549224e-05,"Carcharhinidae","Carcharhinus melanopterus","PISCIVORE","PRIAs","Palmyra","Forereef",2008,14.705544753
"11483",200804012,"EPPO",50,1,1991.48152740789,2398.84405338,0.0830183823163439,4.16867448549224e-05,"Serranidae","Epinephelus polyphekadion","PISCIVORE","PRIAs","Palmyra","Forereef",2008,14.705544753
"11484",200804013,"LUBO",50,37,80258.1625717066,2526.52008052,3.17662872306117,0.00146446490907702,"Lutjanidae","Lutjanus bohar","PISCIVORE","PRIAs","Palmyra","Forereef",2008,12.57784485
"11485",200804013,"NAUN",50,1,2268.25161334748,2526.52008052,0.0897776998028308,3.95801326777574e-05,"Acanthuridae","Naso unicornis","PRIMARY","PRIAs","Palmyra","Forereef",2008,12.57784485
"11486",200804013,"CAML",100,3,19528.1077667636,2526.52008052,0.77292509635405,0.000118740398033272,"Carcharhinidae","Carcharhinus melanopterus","PISCIVORE","PRIAs","Palmyra","Forereef",2008,12.57784485
"11487",200804013,"NONE",0,0,0,2526.52008052,0,0,"UNKNOWN","no individuals seen","UNKNOWN","PRIAs","Palmyra","Forereef",2008,12.57784485
"11488",200804013,"CAAB",120,1,13700.4936383142,2526.52008052,0.542267355955246,3.95801326777574e-05,"Carcharhinidae","Carcharhinus amblyrhynchos","PISCIVORE","PRIAs","Palmyra","Forereef",2008,12.57784485
"11489",200804013,"CAME",50,1,2288.22569834452,2526.52008052,0.0905682767371301,3.95801326777574e-05,"Carangidae","Caranx melampygus","PISCIVORE","PRIAs","Palmyra","Forereef",2008,12.57784485
"11490",200804014,"CHUD",90,1,15218.0134298788,3156.89540082,0.482056308420162,3.1676690958473e-05,"Labridae","Cheilinus undulatus","SECONDARY","PRIAs","Palmyra","Forereef",2008,12.793610191
"11491",200804014,"LEOL",50,1,1875.85334036719,3156.89540082,0.059420826546231,3.1676690958473e-05,"Lethrinidae","Lethrinus olivaceus","PISCIVORE","PRIAs","Palmyra","Forereef",2008,12.793610191
"11492",200804014,"CAIG",80,1,7525.94044115604,3156.89540082,0.238396889526374,3.1676690958473e-05,"Carangidae","Caranx ignobilis","PISCIVORE","PRIAs","Palmyra","Forereef",2008,12.793610191
"11493",200804014,"CHUD",100,1,21176.9106836107,3156.89540082,0.670814455179922,3.1676690958473e-05,"Labridae","Cheilinus undulatus","SECONDARY","PRIAs","Palmyra","Forereef",2008,12.793610191
"11494",200804014,"APVI",50,1,1357.62140700682,3156.89540082,0.0430049537483623,3.1676690958473e-05,"Lutjanidae","Aprion virescens","PISCIVORE","PRIAs","Palmyra","Forereef",2008,12.793610191
"11495",200804014,"MOGR",50,1,2201.37971214919,3156.89540082,0.0697324248240021,3.1676690958473e-05,"Lethrinidae","Monotaxis grandoculis","SECONDARY","PRIAs","Palmyra","Forereef",2008,12.793610191
"11496",200804014,"CAAB",120,3,41101.4809149425,3156.89540082,1.30195890887821,9.50300728754191e-05,"Carcharhinidae","Carcharhinus amblyrhynchos","PISCIVORE","PRIAs","Palmyra","Forereef",2008,12.793610191
"11497",200804014,"CAAB",100,1,7407.26483521623,3156.89540082,0.234637639032709,3.1676690958473e-05,"Carcharhinidae","Carcharhinus amblyrhynchos","PISCIVORE","PRIAs","Palmyra","Forereef",2008,12.793610191
"11498",200804014,"CHCH",100,19,299313.36798781,3156.89540082,9.48125705748956,0.000601857128210988,"Chanidae","Chanos chanos","PRIMARY","PRIAs","Palmyra","Forereef",2008,12.793610191
"11499",200804014,"LUBO",50,28,60735.9068110212,3156.89540082,1.92391255013534,0.000886947346837245,"Lutjanidae","Lutjanus bohar","PISCIVORE","PRIAs","Palmyra","Forereef",2008,12.793610191
"11500",200804014,"CHUD",110,1,28554.7488097688,3156.89540082,0.904519953443872,3.1676690958473e-05,"Labridae","Cheilinus undulatus","SECONDARY","PRIAs","Palmyra","Forereef",2008,12.793610191
"11501",200804014,"CHUD",50,1,2408.64243013467,3156.89540082,0.0762978218888414,3.1676690958473e-05,"Labridae","Cheilinus undulatus","SECONDARY","PRIAs","Palmyra","Forereef",2008,12.793610191
"11502",200804014,"CAML",100,2,13018.7385111758,3156.89540082,0.412390556487686,6.33533819169461e-05,"Carcharhinidae","Carcharhinus melanopterus","PISCIVORE","PRIAs","Palmyra","Forereef",2008,12.793610191
"11503",200804014,"CAIG",90,1,10686.6561620077,3156.89540082,0.338517904623381,3.1676690958473e-05,"Carangidae","Caranx ignobilis","PISCIVORE","PRIAs","Palmyra","Forereef",2008,12.793610191
"11504",200804014,"NAAN",50,2,3645.01307711426,3156.89540082,0.115461952783341,6.33533819169461e-05,"Acanthuridae","Naso annulatus","PLANKTIVORE","PRIAs","Palmyra","Forereef",2008,12.793610191
"11505",200804014,"CHUD",70,3,20757.7526575312,3156.89540082,0.657536915925037,9.50300728754191e-05,"Labridae","Cheilinus undulatus","SECONDARY","PRIAs","Palmyra","Forereef",2008,12.793610191
"11506",200804015,"SPLE",200,1,50439.5792624787,2893.58939365,1.74314916183923,3.45591534927003e-05,"Sphyrnidae","Sphyrna lewini","PISCIVORE","PRIAs","Palmyra","Forereef",2008,13.279493781
"11507",200804015,"CAME",50,5,11441.1284917226,2893.58939365,0.395395715675148,0.000172795767463502,"Carangidae","Caranx melampygus","PISCIVORE","PRIAs","Palmyra","Forereef",2008,13.279493781
"11508",200804015,"CHMC",50,1,2097.9725376764,2893.58939365,0.0725041549530288,3.45591534927003e-05,"Scaridae","Chlorurus microrhinos","PRIMARY","PRIAs","Palmyra","Forereef",2008,13.279493781
"11509",200804015,"TROB",100,6,24958.7859039854,2893.58939365,0.862554513047278,0.000207354920956202,"Carcharhinidae","Triaenodon obesus","PISCIVORE","PRIAs","Palmyra","Forereef",2008,13.279493781
"11510",200804015,"CAML",100,3,19528.1077667636,2893.58939365,0.674874873733578,0.000103677460478101,"Carcharhinidae","Carcharhinus melanopterus","PISCIVORE","PRIAs","Palmyra","Forereef",2008,13.279493781
"11511",200804015,"CHUD",75,5,42953.6173085541,2893.58939365,1.48444065363303,0.000172795767463502,"Labridae","Cheilinus undulatus","SECONDARY","PRIAs","Palmyra","Forereef",2008,13.279493781
"11512",200804015,"AENA",120,1,18997.1876132523,2893.58939365,0.656526722656011,3.45591534927003e-05,"Myliobatidae","Aetobatus narinari","SECONDARY","PRIAs","Palmyra","Forereef",2008,13.279493781
"11513",200804015,"NAUN",50,1,2268.25161334748,2893.58939365,0.0783888556657409,3.45591534927003e-05,"Acanthuridae","Naso unicornis","PRIMARY","PRIAs","Palmyra","Forereef",2008,13.279493781
"11514",200804015,"MABI",200,1,131200,2893.58939365,4.53416093824228,3.45591534927003e-05,"Myliobatidae","Manta birostris","PLANKTIVORE","PRIAs","Palmyra","Forereef",2008,13.279493781
