DIVEID,REGION,ISLAND,YEAR,STRATA,CENTROIDLAT,CENTROIDLON,PROJECTEDLENGTH_M,DEPTH_M,Shark,Jack,Snapper,Tuna,Grouper,Parrotfish,Rays,Surgeonfish,Triggerfish,Milkfish,Wrasse,Emperor,Barracuda,OTHER,TotFish
201203035,PRIAs,Johnston,2012,Forereef,16.7876754,-169.4792456,"1,776",13.6,0,1.751870098,0,0,0,0,0.985680665,0.548718201,0,0,0,0,0,0,3.867782571
201203041,PRIAs,Johnston,2012,Forereef,16.69316398,-169.5605776,"1,189",15.2,0,2.226536969,0,0,0,0.509073623,0,0,0,0,0,0,0,0,3.092800232
201203042,PRIAs,Johnston,2012,Unspecified,16.69451199,-169.5337932,"1,801",17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010907506
201203043,PRIAs,Johnston,2012,Unspecified,16.6973974,-169.5396966,"2,097",15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01777304
201203044,PRIAs,Johnston,2012,Unspecified,16.69832063,-169.479144,"2,144",15,2.068843295,0,0,0,0,0,129.3797548,0.325282595,0,0,0,0,0,0,3.670407576
201203045,PRIAs,Johnston,2012,Unspecified,16.7038321,-169.4779896,"2,586",14.6,0,0.088477026,0,0,0,0,7.643024314,0,0,0,0,0,0,0,0.823026362
201203051,PRIAs,Johnston,2012,Forereef,16.73139326,-169.3962568,"2,347",21.8,0,0.097475365,0,0,0,0.554629119,0,0.177266378,0,0,0,0,0,0,1.748923011
201203052,PRIAs,Johnston,2012,Unspecified,16.72935932,-169.4425692,"2,828",12.1,0.261948486,0,0,0,0,0,16.36277124,0,0,0,0,0,0,0,0.386275899
201203053,PRIAs,Johnston,2012,Unspecified,16.71205468,-169.5312249,"1,836",14,0,0,0,0,0,0,70.94604911,0,0,0,0,0,0,0,0
201203061,PRIAs,Johnston,2012,Lagoon,16.73020051,-169.5446055,"1,973",7.1,0,2.590561381,0,0,0,0,0,0,0,0,0,0,0,0.006341468,2.610472927
201203062,PRIAs,Johnston,2012,Lagoon,16.73879415,-169.5304781,"1,794",6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015303963
201501261,PRIAs,Johnston,2015,Forereef,16.72252169,-169.5582652,"2,179",17.4,0,0.083134483,0,0,0,0,3.733130207,0,0,0,0,0,0,0.055568613,0.271965311
201501262,PRIAs,Johnston,2015,Forereef,16.74056243,-169.5466133,"2,081",14.3,0,0.808256413,0.210220842,0,0,0,7.049804894,0,0,0,0,0,0,0,2.684810483
201501263,PRIAs,Johnston,2015,Forereef,16.75822829,-169.5324544,"1,815",17.5,0,0,0.096246655,0,0,0,0,0,0,0,0.10054747,0,0,0,1.066051542
201501264,PRIAs,Johnston,2015,Forereef,16.7691452,-169.5199854,"1,780",15,0,0.71791944,0.245854215,0,0,0.143282201,0,0.414187152,0,0,0,0,0,0,1.756397128
201501265,PRIAs,Johnston,2015,Forereef,16.77639665,-169.5025611,"1,790",15.7,0,0.347663009,0,0,0,0.41424516,0,0.116230082,0,0,0.101948549,0,0,0,1.926259116
201501271,PRIAs,Johnston,2015,Forereef,16.69924996,-169.5372196,"2,146",17,0,0.283177716,0,0,0,0,0,0,0,0,0,0,0,0,0.37792308
201501272,PRIAs,Johnston,2015,Forereef,16.70947209,-169.5039158,"2,160",14.1,0,0,0.121542598,0,0,0,0,0,0,0,0,0,0,0,0.643778439
201501273,PRIAs,Johnston,2015,Forereef,16.71412631,-169.4571304,"2,045",16,0,0.223825442,0.224764503,0,0,0,0,0,0,0,0,0,0,0.013881212,0.461448305
201501274,PRIAs,Johnston,2015,Forereef,16.71857891,-169.4455071,"1,824",17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52638662
201501275,PRIAs,Johnston,2015,Lagoon,16.73183916,-169.5439681,"2,483",6.6,0,12.57817087,0,0,0,0,0,0,0,0,0,0,0,0,12.57817087
201501276,PRIAs,Johnston,2015,Lagoon,16.73972592,-169.5297387,805,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501281,PRIAs,Johnston,2015,Forereef,16.7442973,-169.4165679,"3,101",14.1,0,0,0.311073391,0,0,0.166195518,0,0.377412691,0,0,0,0,0,0,0.876671923
201501282,PRIAs,Johnston,2015,Forereef,16.76039364,-169.4142926,"1,817",15.1,0,0,0.197277445,0,0,0,0,0,0,0,0,0,0,0,0.289780827
201501283,PRIAs,Johnston,2015,Forereef,16.77556701,-169.4305962,"2,262",14.8,0,0,0.550073169,0,0,0,0,0,0,0,0.080683269,0,0,0.009748371,3.089917849
201501284,PRIAs,Johnston,2015,Forereef,16.78417753,-169.4504961,"1,671",18.1,0,0.136912511,0,0,0,0,105.7105195,0,0,0,0.109196104,0,0,0,0.268411018
201501285,PRIAs,Johnston,2015,Forereef,16.68753463,-169.5466897,"1,474",17.1,0,0,0,0,0,0.172944605,0,0,0,0,0,0,0,0,0.20643677
200102211,PRIAs,Kingman,2001,Backreef,6.387371579,-162.353416,"2,399",10.2,5.885019008,0.453074953,4.277891249,0,0,0,0,0,0,0,0,0,0,0.005642613,12.1768455
200102213,PRIAs,Kingman,2001,Forereef,6.383686777,-162.3997849,"2,239",7.4,1.601618345,0.288854122,2.314198571,0,0.296145818,1.660054918,0,0,0,0,0,0,0,0,6.160871775
200102221,PRIAs,Kingman,2001,Backreef,6.440416388,-162.3972006,"2,496",8.4,8.965191125,0,6.833213134,0,0.228681478,0.992603127,0,0.202280261,0,0,0,2.305260861,0,0.019795866,19.52722998
200102223,PRIAs,Kingman,2001,Backreef,6.390301149,-162.3407487,"1,791",2.4,4.117247138,0.41261389,4.119793292,0,0.421567199,0.248910594,0,0,0,0,0,0,0,0.005467858,9.721828497
200102231,PRIAs,Kingman,2001,Forereef,6.381335718,-162.4542664,"2,082",11.2,1.582731333,0.22984218,1.981769784,0,0,0.793368369,0,0,0,0,0,0,0,0,4.587711665
200102233,PRIAs,Kingman,2001,Forereef,6.380865856,-162.3570276,"1,795",6.8,3.918923834,41.07907363,4.695386323,0,0,1.150386123,9.122398372,6.736059727,0,0,0,0.122654389,0,0,57.83870993
200203181,PRIAs,Kingman,2002,Backreef,6.385293828,-162.3592156,"1,986",7.7,5.844321564,0.229155204,3.544334519,0,0.191735,0.207976546,0,0,0,0,0,0.222929067,0,0,19.92200083
200203182,PRIAs,Kingman,2002,Backreef,6.393419713,-162.3480382,"2,598",9.6,5.831717416,0,1.862048218,0,0,0,0,0,0,0,0,0,0.120391555,0,7.81415719
200203183,PRIAs,Kingman,2002,Forereef,6.380708292,-162.3573752,"3,018",7.2,12.5035175,42.91279831,5.650609553,0,0.094552132,3.283265193,0,0,0,0,0,0,0,0,64.44474269
200203184,PRIAs,Kingman,2002,Forereef,6.381898401,-162.3817862,"2,184",10.1,29.57816979,0.663619464,11.47762118,3.420618162,0,0.756199981,0,0,0,0,0,0,0,0,45.89622858
200203185,PRIAs,Kingman,2002,Forereef,6.379676078,-162.4179597,"3,109",9,18.28323774,0.439032229,10.01305371,0,0.09179867,4.648660481,0,0,0,0,0,0.116598633,0,0,33.59238147
200203186,PRIAs,Kingman,2002,Forereef,6.381530503,-162.4523365,"2,385",11,7.819903811,0.381473069,1.9921215,0,0.119645159,0.173108552,0,0,0,0,0,0,0,0,10.48625209
200203191,PRIAs,Kingman,2002,Forereef,6.412856713,-162.3506775,"1,976",15.5,0.795698239,0.230257566,5.342077062,0,0.1444359,0,0,0,0,0,0,0,0,0,6.512468767
200203192,PRIAs,Kingman,2002,Backreef,6.386229351,-162.3798377,"3,082",-999,3.012442877,0,0.856153497,0,0.092592675,0.401903029,0,0,0,0,0,0,0,0.023137083,4.363092077
200203193,PRIAs,Kingman,2002,Forereef,6.433847321,-162.3797515,"2,451",13,12.04274431,0,4.126108876,0,0,0.842326608,0,0.176456323,0,0,0,0,0,0,17.18763612
200203194,PRIAs,Kingman,2002,Forereef,6.44896587,-162.4022895,"1,660",-999,11.04616982,0,6.248699888,0,0,1.074694339,1.087521602,0,0,0,0,0,0,0.107798032,18.36956404
200203195,PRIAs,Kingman,2002,Backreef,6.38616699,-162.3458838,"1,606",-999,2.257749818,0,4.595393579,0,0,0,0,0,0,0,0,0,0,0.034403902,6.853143397
200404021,PRIAs,Kingman,2004,Forereef,0,0,"2,190",8.4,6.310566536,0.415515033,7.141458991,0,0,5.146385968,0,0,0,7.812180597,0,0,0.816917292,0.0080265,42.18897663
200404022,PRIAs,Kingman,2004,Forereef,0,0,"2,190",10,6.54749141,0,3.615049487,0,0,0.37711289,0,0,0.30075658,3.531181028,0,0,0,0,22.78020677
200404023,PRIAs,Kingman,2004,Forereef,0,0,"2,190",10.4,2.720841072,0,10.35483631,0,0.390966226,12.06761248,0,0,0,1.532382177,0,0,0,0,27.09175714
200404024,PRIAs,Kingman,2004,Forereef,0,0,"2,190",12.5,7.288739569,0,6.209043061,0,0,0.661467168,0,0.734977049,0,0,0,0,0,0,14.91934572
200404025,PRIAs,Kingman,2004,Forereef,0,0,"2,190",12.7,2.320261876,0.207757516,1.004180413,0,0,0.188556445,0,0,0,0,0,0,0,0,3.72075625
200404026,PRIAs,Kingman,2004,Forereef,0,0,"2,190",14.5,9.596973301,0,2.366679183,0,0.130322075,0.37711289,0,0.748733238,0,0,0,0,0,0,13.21982069
200404031,PRIAs,Kingman,2004,Forereef,0,0,"2,190",11.5,6.227353238,0.207757516,2.410999174,0,0.180264932,0.37711289,7.286230332,0,0,0,0,0,1.633834584,0.026925328,11.03732233
200404032,PRIAs,Kingman,2004,Forereef,0,0,"2,190",8.2,8.505661609,0.56131858,3.771565578,0,0,0.188556445,0,0.155872014,0,0,0,0,0,0.011172509,13.2080931
200404033,PRIAs,Kingman,2004,Forereef,0,0,"2,190",13,53.24564767,5.190137589,1.606688661,0,0,3.205459564,0,0,0,0,0,0,0,0,77.76876682
200404034,PRIAs,Kingman,2004,Forereef,0,0,"2,190",10.7,6.935036114,0.373229257,2.164876917,0,0.260644151,2.828346674,0,0,0,0,0,0,0,0,12.56213311
200404035,PRIAs,Kingman,2004,Forereef,0,0,"2,190",10.6,0.801158391,0,0.200836083,0,0,0.188556445,0,0,0,0,0,0,0,0,28.46537969
200404036,PRIAs,Kingman,2004,Forereef,0,0,"1,095",15.5,0,0,0,0,0,0,5.555569285,0,0,0,0,0,0,0,0
200404041,PRIAs,Kingman,2004,Forereef,0,0,"2,190",12.9,1.435890186,0,0.200836083,0,0,0,0,0,0,0,0,0,0,0.046469807,1.636726268
200404042,PRIAs,Kingman,2004,Forereef,0,0,"2,190",11.1,0,0,1.004180413,0,0,0.37711289,0,0,0,18.50059149,0,0,0,0,19.88188479
200404043,PRIAs,Kingman,2004,Forereef,0,0,"2,190",9.2,0,0,2.968221248,0,0.130322075,1.885564449,0,0,0,0,0,0,0,0,5.969788437
200404044,PRIAs,Kingman,2004,Forereef,0,0,"2,190",7.1,1.951988149,0,3.771565578,0,0.130322075,10.45511696,0,0,0,0,0,0,0,0,16.30899276
200404045,PRIAs,Kingman,2004,Forereef,0,0,"2,190",3.5,1.602316783,0,0.602508248,0,0,0,0,0,0,0,0,0,0,0.026344468,2.204825031
200404046,PRIAs,Kingman,2004,Forereef,0,0,"2,190",1.9,2.468086112,0,4.583443807,0,0,0.75422578,0,0,0,0,0,0,0,0.029079828,7.805755699
200603291,PRIAs,Kingman,2006,Forereef,6.390785426,-162.3352813,"2,320",15.5,19.00825974,0.586886625,2.274522248,0,0.122994358,2.313406413,0,0.867063675,0,0,0,0,0,0.029864482,154.5528879
200603292,PRIAs,Kingman,2006,Forereef,6.408807282,-162.3467784,"2,444",15.2,2.758729076,0,7.018176763,0,0,0.506851329,0,0.489981345,0.209162348,1.373045869,0,0,1.394062686,0,21.39303373
200603293,PRIAs,Kingman,2006,Forereef,6.423550886,-162.3648825,"1,750",13.6,11.08202106,0,4.669899441,0,0,0,0,0.42506484,0.376427918,0,0,0,0,0,16.55341326
200603294,PRIAs,Kingman,2006,Forereef,6.434247135,-162.3801625,"2,084",13.3,0,0,8.60480024,0,0.172016297,2.377287307,0,0.242230899,0,0,0,0,0,0,27.75910598
200603295,PRIAs,Kingman,2006,Forereef,6.445929468,-162.3960804,"1,729",18.7,12.22970943,0.26314903,2.996450342,0,0,2.45840877,0,0.465466908,0,0,0,0,0,0,89.35923359
200603301,PRIAs,Kingman,2006,Forereef,6.382173255,-162.3867336,"2,405",16.1,13.1406008,0.845402222,2.414260058,0,0,1.888460786,0,1.338374576,0.212539405,0,0,0,0,0,19.84597932
200603302,PRIAs,Kingman,2006,Forereef,0,0,"2,190",10,10.13563759,0.56131858,20.28444434,0,0.651610376,6.222362683,0,0.183744262,0,0,0,0,0,0,38.03911784
200603303,PRIAs,Kingman,2006,Forereef,6.379663541,-162.4168136,"3,315",10.1,4.926526591,0.137240692,3.175465506,0,0,0.249113653,0,0,0,0.308106046,0,0.133511867,0,0,12.71866318
200603304,PRIAs,Kingman,2006,Forereef,6.379768946,-162.4471896,"2,650",12,1.697360829,0,1.493874319,0,0,0.623348879,0,0,0,0,0,0,0,0.138930502,10.86438892
200603305,PRIAs,Kingman,2006,Forereef,6.387020198,-162.4721213,"2,702",13.1,1.813312056,0.336809145,2.116324347,0,0,0.305681046,0,0,0,0,0,0,0,0,4.572126594
200603311,PRIAs,Kingman,2006,Backreef,6.439498592,-162.3962762,"2,001",11.3,16.96678462,0.283816171,2.716007967,0,0,0.619052294,0,0.341163722,0,0.674883888,0,0,0,0.02687796,126.1536462
200603312,PRIAs,Kingman,2006,Backreef,6.427061636,-162.3794738,"2,136",14.4,2.208593947,0.690557501,2.059420981,0,0.267270714,0,0,0,0,0,0,0,0,0,5.225843143
200603313,PRIAs,Kingman,2006,Backreef,6.413301106,-162.3617176,"2,251",16.2,2.56563162,0,0.390708203,0,0,0,0,0,0,0,0,0,0,0.263470345,2.956339824
200603314,PRIAs,Kingman,2006,Backreef,6.394254279,-162.3488185,"2,540",13.8,0.61894308,0.537325535,1.21199063,0,0,0.69440133,1.939297812,0,0,0,0,0,0,0,3.084315651
200603315,PRIAs,Kingman,2006,Backreef,6.385208126,-162.3678481,"2,594",14.6,4.450783837,0.473910922,0.508686599,0,3.314348549,0.477584184,0,0,0,0,0,0,0,0.018385825,99.15745406
200604011,PRIAs,Kingman,2006,Backreef,6.38666944,-162.3965733,"2,959",14.8,2.186731839,0.30748626,2.526560118,0,0.096439946,4.325557093,0,0,0,0,0,0,0,0,9.442775257
200604012,PRIAs,Kingman,2006,Backreef,6.383595928,-162.4218115,"2,349",13.3,4.855830301,0,13.02196954,0,0.242958335,18.09226279,0,0,0,0,0,0.376797083,0,0,36.58981804
200604013,PRIAs,Kingman,2006,Backreef,6.383341502,-162.4401663,"1,264",15.7,1.937471212,0,3.054165639,0,0,0.326611311,0,0,0,0,0,0,0,0,5.318248162
200604021,PRIAs,Kingman,2006,Forereef,6.37999818,-162.3650775,"2,345",14.3,11.44026166,0.903754218,4.125540815,0,0,2.993000355,0,1.385369345,0,0,0,0,2.078999303,0,22.92692569
200604022,PRIAs,Kingman,2006,Forereef,6.38188305,-162.3508415,"2,686",9.9,3.641801135,2.701290384,9.38834786,0,0,3.704114891,0,1.198419616,0,0,0,0.164777858,0,0,20.79875174
200604023,PRIAs,Kingman,2006,Backreef,6.391047319,-162.3413392,"2,470",2.8,0.710195418,0,0.534099875,0,0,0.167147876,15.81574441,0,0,0,0,0,0,0,1.411443168
200604024,PRIAs,Kingman,2006,Backreef,6.385696634,-162.3511938,"2,102",1.9,0.417403076,0,1.255625847,0,0,1.178853634,0,0,0,0.15658087,0,0,0.141391293,0.027663529,3.149854719
200804041,PRIAs,Kingman,2008,Forereef,6.381703391,-162.4000455,"2,458",15.3,29.06784966,0,2.031318331,0,5.315272216,0.170713849,0,0,0,4.486519004,0,0,0.617138007,0,41.68881107
200804042,PRIAs,Kingman,2008,Forereef,6.381004085,-162.3767163,"2,544",13.6,2.198075099,0.26985251,1.334718433,0,0.078285734,0.494831567,0.985680665,0.081791225,0,0,0,0,0,0.07535663,4.457554568
200804043,PRIAs,Kingman,2008,Forereef,6.381257008,-162.3504892,"2,830",14.4,4.606484915,0.451476515,0.891210429,0,0,2.891554188,0,0.246908694,0,0,0,0.077796828,1.500957155,0,10.68026994
200804044,PRIAs,Kingman,2008,Forereef,6.40205055,-162.3407828,"2,412",13.2,9.675306468,0.094870389,2.158393154,0,0,1.04378937,0,0,0,0,0,0,0,0.356285814,12.97235938
200804045,PRIAs,Kingman,2008,Forereef,6.417853908,-162.35683,"2,783",15,5.05548049,7.387213638,1.480731647,0,0,0,34.09353596,0,0,0,0,0,0,0.022835342,13.92342578
200804046,PRIAs,Kingman,2008,Forereef,6.435390823,-162.381945,"2,839",13,4.27312158,0.062285797,1.986838848,0,0,0.591277826,14.52083333,0.064205303,0,1.109952299,0,0,0.320624268,0.193314495,8.408305922
200804051,PRIAs,Kingman,2008,Forereef,6.450230817,-162.4091452,"2,459",17.6,2.846442431,0.09306713,1.588025442,0,0,1.03019684,6.636962738,0.93087317,0,0,0,0,0,0.006964916,6.488605013
200804052,PRIAs,Kingman,2008,Forereef,6.432362114,-162.4284373,"2,706",17.1,2.643222366,0.169117289,2.2166029,0,0.073592818,0.465168398,0,0,0,0,0,0,0,0.041864795,5.56770377
200804053,PRIAs,Kingman,2008,Forereef,6.411142407,-162.4530683,"2,821",15.4,0.967531924,0.757824571,1.768539126,0,0.099320178,0.297480935,0,0,0,1.116868021,0,0,0,0,5.017313126
200804054,PRIAs,Kingman,2008,Forereef,6.393038759,-162.4762017,"2,725",17.6,6.185628893,4.285817042,2.149619191,0,0.051418384,0.154006862,1.642801108,0,0,0,0,0,0,0,118.5370098
200804055,PRIAs,Kingman,2008,Forereef,6.381150733,-162.4626587,"2,327",16.2,10.6512696,1.868589675,1.796412715,0,0.060210139,0.360679348,0,0.268276793,0,0,0,0.378456907,0,0,15.38389517
200804056,PRIAs,Kingman,2008,Forereef,6.379056443,-162.4378818,"2,673",13.9,14.85837186,0.428044125,3.164985851,0,0.157234947,0.725349282,0,0.700587771,0,0,0,0,0,0,20.04021645
200804061,PRIAs,Kingman,2008,Backreef,6.386802,-162.3851043,"2,501",14.1,1.983810838,0.091478284,0.260152435,0,0.112010128,0.503234261,0,0,0,0,0,0,0,0,2.950685946
200804062,PRIAs,Kingman,2008,Backreef,6.385671569,-162.3606166,"2,393",14.6,3.714748474,0,2.356954133,0,0,0.087677891,0,0,0,0,0,0.091999455,0,0,13.54935182
200804063,PRIAs,Kingman,2008,Backreef,6.389012662,-162.3437888,"1,994",2.7,0,0,0.870479507,0,0,0,0,0,0,0,0,0,0,0,0.870479507
200804064,PRIAs,Kingman,2008,Backreef,6.387843743,-162.3471357,"2,363",2.1,0.313438113,0,0.734296414,0,0,0,0,0,0,0,0,0,0,0,1.047734527
200804065,PRIAs,Kingman,2008,Backreef,6.39954124,-162.3500037,"2,477",15.2,3.06487393,0,0.43789768,0,0,0,0,0,0,0,0,0,0,0,3.502771609
200804066,PRIAs,Kingman,2008,Backreef,6.417552832,-162.3666975,"2,397",17.8,2.861199848,0,0.271425798,0,0,0,0,0,0,0,0,0,0,0,3.132625646
200804071,PRIAs,Kingman,2008,Backreef,6.383667792,-162.4218971,"2,860",11,10.54759422,0.080008609,2.427031014,0,0,1.613839492,0,0,0,0,0,0,0,0,14.66847334
200804072,PRIAs,Kingman,2008,Lagoon,6.392485031,-162.4466525,"2,455",18.6,0,0,1.06017419,0,0,0.939941828,0,0,0,0,0,0,0,0.193314495,2.000116018
200804073,PRIAs,Kingman,2008,Lagoon,6.412312875,-162.4350864,"2,735",18.7,0.270861936,0.083673698,1.269105065,0,0.051226921,0.076716699,0,0,0,0,0,0,0,0,1.751584319
201004141,PRIAs,Kingman,2010,Forereef,6.378777801,-162.4273297,"1,935",14.9,21.62261713,0,3.777093896,0,0.194182179,7.381586412,0,0,0,0,0,0.227532127,0,0,33.20301174
201004142,PRIAs,Kingman,2010,Forereef,6.38171181,-162.4018586,"1,963",13.2,62.01884712,0,2.477875716,0,0.196480961,1.210089056,0,0,0,0,0,0,0,0.025269724,65.92308872
201004143,PRIAs,Kingman,2010,Forereef,6.381869482,-162.381498,"1,844",16.5,10.37199102,0,2.831454803,0,0,0.22753676,0,0.902634914,0,0,0,0,0,0,14.33908535
201004144,PRIAs,Kingman,2010,Forereef,6.380102679,-162.3606942,"2,395",13.8,6.314896092,0.164295054,0.664558301,0,0.058485573,3.221935348,0,0.117953829,0,0,0,0,0,0,10.5421242
201004145,PRIAs,Kingman,2010,Forereef,6.384741152,-162.3376931,"1,914",14.5,33.53354225,0,1.794626371,0,0,2.520720993,22.5638694,0,0,0,0,0,0,0,46.97128799
201004146,PRIAs,Kingman,2010,Forereef,6.402884961,-162.3414913,"2,171",13.8,17.77063867,0,1.36633063,0,0,0.193245655,0,0,0,0,0,0,6.856582236,0,26.1867972
201004151,PRIAs,Kingman,2010,Forereef,6.418624547,-162.3576877,"2,001",15.1,28.50368592,0.656717606,3.718660112,0,0,0,0,0,0,0,0,0,0.653825184,0,33.53288883
201004152,PRIAs,Kingman,2010,Forereef,6.43523657,-162.3814552,"2,603",16.5,27.80893169,2.36438763,2.334209634,0,0,0.402926291,3.02837235,1.174840236,0,0,0,0,0,0,34.08529548
201004153,PRIAs,Kingman,2010,Backreef,6.431566361,-162.3859943,"2,039",14,0.606056415,0,0.744571202,0,0,1.748917916,0,0,0,0,0,0,0,0,4.608768723
201004154,PRIAs,Kingman,2010,Backreef,6.419896415,-162.3697358,"2,067",14.1,2.25362321,0,0.455222634,0,0,0,0,0,0,0,0,0,0,0,2.708845844
201004155,PRIAs,Kingman,2010,Backreef,6.402212193,-162.3512354,"2,225",14.6,12.87423323,12.31890803,0.893941668,0,0,0,0,0,0,0,0,0,0.044103623,0,26.13118655
201004156,PRIAs,Kingman,2010,Backreef,6.384958225,-162.3664148,"2,083",13.9,8.572804375,0.145863183,1.5798659,0,0,0,0,0,0,0,0,0.211382941,0,0,13.25567671
201004161,PRIAs,Kingman,2010,Forereef,6.391979364,-162.477864,"1,858",18.1,11.90594506,1.935040441,4.336149009,0,0.075388678,1.129009987,28.57089844,0,0,0,0,0,0,0,19.38153317
201004162,PRIAs,Kingman,2010,Forereef,6.403779873,-162.4671957,"2,294",17.3,2.243121161,0,2.08824193,0,0,0.182904743,0,0,0,0,0,0,0,0,4.514267835
201004163,PRIAs,Kingman,2010,Forereef,6.413301965,-162.4490267,"1,821",14.9,1.264298135,0.599034348,4.358801352,0,0,0.806440978,0.099969383,0,0,0,0,0,0,0,7.028574814
201004164,PRIAs,Kingman,2010,Forereef,6.428659645,-162.4318744,"1,884",17.4,3.964025199,4.70446314,2.781823707,0,0,0.11135725,0,0,0,0,0,0,0.740712821,0,12.30238212
201004165,PRIAs,Kingman,2010,Backreef,6.411350016,-162.4361077,"1,801",18.6,2.419932497,0.100565598,1.224912818,0,0,0.232982494,0.389237961,0,0,0,0,0,0,0,3.978393406
201004166,PRIAs,Kingman,2010,Backreef,6.387630766,-162.4427967,"1,979",17.2,1.486135925,0,0.821190779,0,0.070778291,0.377701261,0,0,0,0,0,0,0,0,2.895501613
201004171,PRIAs,Kingman,2010,Forereef,6.379943623,-162.4541282,"1,643",18,7.698959264,0.718745017,1.935518094,0,0,0.255446233,0,0.380006765,0,0,0,0,0,0,11.01181246
201004172,PRIAs,Kingman,2010,Backreef,6.383979595,-162.4170077,"2,104",15.8,1.55617811,0,1.641608708,0,0,1.659634247,1.076076077,0,0,0,0.106857376,0,0,0,4.964278441
201004173,PRIAs,Kingman,2010,Backreef,6.389658347,-162.3445798,"2,282",4.7,0,0,0.737841618,0,0,0,8.582803997,0,0,0,0,0,0,0,1.297385032
201205091,PRIAs,Kingman,2012,Forereef,6.381765615,-162.3804112,"1,841",12.1,24.504574,0.414370226,3.150517104,0,0,0.459032053,0,0,0,0,0,0,0,0.014188586,28.52849339
201205092,PRIAs,Kingman,2012,Forereef,6.379703452,-162.3655384,"1,747",14.8,4.081638971,0,2.437394438,0,0,2.585824062,0,0,0,1.884687508,0.128708137,0,0,0,12.31357275
201205093,PRIAs,Kingman,2012,Forereef,6.383118317,-162.3401205,"1,862",13.1,29.75854985,1.670991129,3.384937157,0,0,2.932758396,0,0,0,0,0,0,0,0,37.78164044
201205094,PRIAs,Kingman,2012,Forereef,6.402491567,-162.3411,"2,447",15.1,7.689860161,3.76807882,1.643436786,0,0.057253747,0.113364253,0,0,0,18.13346651,0,0,3.649868577,0,35.06335535
201205095,PRIAs,Kingman,2012,Forereef,6.436806458,-162.3839587,"2,228",12.7,3.522761615,0.223130727,1.749733761,0,0,0.481942589,0,0.279199072,0,0,0,0,0,0,6.256767765
201205096,PRIAs,Kingman,2012,Forereef,6.419445018,-162.358702,"2,014",15.9,4.923265191,0,1.796396701,0,0,0.104174147,31.83879957,0,0,0,0,0,0,0,6.82383604
201205101,PRIAs,Kingman,2012,Forereef,6.380170029,-162.4545032,"1,467",15.1,25.31093327,0.536467085,1.289862443,0,0.128053309,0.243966419,14.31961624,0,0,3.939566608,0,0,0,0,31.44884914
201205102,PRIAs,Kingman,2012,Forereef,6.379066335,-162.4319204,"2,311",17.1,6.108529108,0,2.159532083,0,0.106257112,1.035878121,2.351532025,0.752382323,0,2.426260261,0,0,0,0,12.58883901
201205103,PRIAs,Kingman,2012,Forereef,6.381722372,-162.4018472,"1,970",11.3,6.586656303,0.315946235,1.337555607,0,0,0.181689738,0,0,0,0,0,0,0,0,8.421847882
201205104,PRIAs,Kingman,2012,Unspecified,6.387747689,-162.4433515,"2,218",17.1,0,0,1.248523662,0,0,0.18916241,0,0,0,0,0,0,0,0,1.44653999
201205105,PRIAs,Kingman,2012,Unspecified,6.383885521,-162.4176313,"1,802",13.9,0.461630021,0,1.327762551,0,0,0.116410363,0,0,0,0,0,0,0,0.032624441,2.416194371
201205111,PRIAs,Kingman,2012,Forereef,6.390589374,-162.4778513,"1,801",17.8,2.556395882,0.06389666,1.157285581,0,0,0.582557589,0,0.156906343,0,0,0,0,10.28520324,0,22.11540095
201205112,PRIAs,Kingman,2012,Forereef,6.404391775,-162.4668656,"1,758",17.2,0.325466812,0.452845653,0.709115497,0,0,0.119349351,3.720231092,0,0,0,0,0,0,0,1.617949822
201205114,PRIAs,Kingman,2012,Unspecified,6.412791084,-162.4347806,"1,974",16.7,0.759239982,0,1.021151136,0,0,0,0,0,0,0,0,0,0,0,1.780391118
201205115,PRIAs,Kingman,2012,Forereef,6.429916599,-162.43021,"2,232",16,0.870130619,0,6.753312566,0,0,0.187986797,0,0,0,0,0,0,0,0,7.811429982
201205116,PRIAs,Kingman,2012,Forereef,6.448450258,-162.4137682,"1,529",15.3,1.501608767,0,3.625020834,0,0,0.455833001,0,0.18478139,0,0,0,0,0,0,5.767243992
201205121,PRIAs,Kingman,2012,Backreef,6.385012125,-162.3660117,"2,168",14.9,0.263841832,0.105525171,0.70873989,0,0,0.096751344,8.496090985,0,0.160133763,0,0,0,0,0,1.334992
201205122,PRIAs,Kingman,2012,Backreef,6.38885584,-162.3448755,"1,333",4.3,0,0,0.935309471,0,0,0,0,0,0,0,0,0,0,0,0.935309471
201205123,PRIAs,Kingman,2012,Backreef,6.400617927,-162.3502338,"2,289",13.3,3.753324585,1.983476259,0.496523196,0,0,0,0,0,0,0,0,0,0,0,6.260570688
201205124,PRIAs,Kingman,2012,Backreef,6.420480174,-162.3706189,"2,136",12,0,0,0.406183123,0,0.06558168,0,0,0,0,0,0,0,0,0,0.50564371
201205125,PRIAs,Kingman,2012,Backreef,6.432734162,-162.3878175,"2,368",15,1.588367808,0,0,0,0,0.088586666,0,0,0,0,0,0,0,0,7.228472254
